subtitle_index,start,end,text,season_num,episode_num,episode_name,filename
89,00:09:37.682000,00:09:39.370000,Kit up. Six teams.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
90,00:09:40.269000,00:09:41.348000,I'll go with.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
91,00:09:41.349000,00:09:44.181000,You establish a perimeter around the floor.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
92,00:09:44.182000,00:09:46.556000,Someone's gotta protect our crown jewel here.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
93,00:10:01.599000,00:10:04.306000,"I need eyes-on in this funhouse, Goldberg.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
94,00:10:04.307000,00:10:05.973000,Where we at with the surveillance?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
95,00:10:05.974000,00:10:08.649000,"- The system's still down. - Well, that's fuckin' grand.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
96,00:10:08.650000,00:10:11.807000,I'm retasking the haptic vests to emulate the hosts' mesh network.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
97,00:10:11.808000,00:10:13.264000,Should range out 30 feet or so,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
98,00:10:13.265000,00:10:15.311000,and give our guys eyes in the dark.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
99,00:10:15.312000,00:10:17.318000,"Engels, We're activating your vests now.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
100,00:10:17.824000,00:10:19.160000,Copy that.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
101,00:10:21.395000,00:10:23.020000,I'm all warm and fuzzy.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
102,00:10:47.974000,00:10:49.473000,Is that all you got?!,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
103,00:10:49.474000,00:10:51.807000,These mech motherfuckers ain't shit!,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
104,00:10:51.808000,00:10:54.306000,Don't be so cocky. I'm picking up hits all over the complex.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
105,00:10:54.307000,00:10:55.932000,Standing by for fire mission.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
106,00:10:55.933000,00:10:57.848000,"Team two, what's your status?",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
107,00:10:57.849000,00:11:00.098000,We're nearing the collision site.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
108,00:11:00.099000,00:11:02.009000,We're gonna link up with the response team.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
109,00:11:02.766000,00:11:05.523000,I want an immediate sit-rep. Over.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
110,00:11:18.474000,00:11:20.432000,"Aw fuck, it's Limpert.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
111,00:11:22.223000,00:11:23.766000,This is the response team.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
112,00:11:37.474000,00:11:39.264000,They're everywhere! Goddamnit!,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
113,00:11:39.265000,00:11:41.337000,These guys don't have a handle on the situation.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
114,00:11:41.338000,00:11:42.927000,They're fucking dying down there!,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
115,00:11:42.928000,00:11:44.546000,"Team One, what's your status?",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
116,00:11:44.547000,00:11:47.848000,Confirming multiple armed hosts in the train depot!,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
117,00:11:47.849000,00:11:50.793000,Cut him open and start copying over his control unit.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
118,00:11:51.307000,00:11:54.640000,- Now. - That's a lot of data.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
119,00:11:54.641000,00:11:56.966000,- It'll take time... - Then stop talking and start working!,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
120,00:11:57.808000,00:11:59.982000,"What's on his control unit, Hale?",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
121,00:12:01.085000,00:12:02.932000,How 'bout you focus on your job,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
122,00:12:02.933000,00:12:04.682000,and you leave me to mine.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
123,00:12:06.932000,00:12:09.223000,"Weapons free, all sectors.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
124,00:12:11.223000,00:12:13.348000,Where are you all going?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
125,00:12:13.349000,00:12:16.264000,The vests are detecting a strong signal amassing on the lower levels.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
126,00:12:16.265000,00:12:17.688000,What the hell's down there?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
127,00:12:17.689000,00:12:19.724000,"Shit, the Cradle.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
128,00:12:21.390000,00:12:23.491000,"They're here for their backups. Coughlin,",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
129,00:12:23.492000,00:12:26.065000,you need to intercept the hosts before they reach A-15.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
130,00:12:26.066000,00:12:27.306000,I'm on it.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
131,00:12:27.307000,00:12:30.181000,Plow down all hosts before they reach the Cradle.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
132,00:12:30.182000,00:12:32.959000,A gunfight in there'll set the whole place up in flames.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
133,00:12:32.960000,00:12:34.599000,"Come on, Bernard.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
134,00:12:37.390000,00:12:39.717000,What have you found in there?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
135,00:12:48.265000,00:12:50.837000,"""To see the World in a Grain of Sand,",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
136,00:12:51.516000,00:12:53.298000,"a Heaven in a Wild Flower,",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
137,00:12:54.933000,00:12:57.302000,"Hold Infinity in the palm of your hand,",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
138,00:12:58.845000,00:13:00.766000,"And Eternity in an hour.""",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
139,00:13:05.474000,00:13:08.598000,Robert. How are you alive?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
140,00:13:08.599000,00:13:11.556000,"Well, you've seen the company's little undertaking, Bernard.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
141,00:13:11.557000,00:13:14.152000,Do you think James Delos would have spent all that money,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
142,00:13:14.766000,00:13:16.237000,just to resurrect himself?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
143,00:13:17.269000,00:13:18.515000,He was a businessman.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
144,00:13:18.516000,00:13:21.253000,He would have preferred death to a bad investment.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
145,00:13:24.432000,00:13:26.599000,Not much of a rind on you.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
146,00:13:30.640000,00:13:32.348000,I'll give you a discount.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
147,00:13:32.349000,00:13:34.313000,"He's not a prospect, Clementine.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
148,00:13:35.231000,00:13:38.640000,Can't you tell when a man's just here to gawk at the merchandise?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
149,00:13:51.932000,00:13:54.456000,"I don't think God rested on the seventh day, Bernard.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
150,00:13:54.457000,00:13:57.766000,I think he reveled in his creation...,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
151,00:14:00.348000,00:14:04.010000,...knowing that someday it would all be destroyed.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
152,00:14:04.410000,00:14:06.095000,That control unit I printed...,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
153,00:14:06.808000,00:14:08.039000,It was you.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
154,00:14:08.891000,00:14:11.918000,You had me bring you here. Before...,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
155,00:14:14.092000,00:14:15.755000,"Before Dolores killed me, yes.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
156,00:14:16.793000,00:14:19.671000,"Don't you understand at last, Bernard...",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
157,00:14:20.947000,00:14:22.470000,what this place really is?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
158,00:14:29.059000,00:14:31.120000,Come with me. There's something I'd like to show you.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
159,00:14:59.724000,00:15:02.860000,"You're a clever man, Bernard. Made you that way.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
160,00:15:03.594000,00:15:05.389000,Have you never wondered,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
161,00:15:05.390000,00:15:09.724000,why the hosts' stories have barely changed in 30 years?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
162,00:15:11.348000,00:15:13.771000,I'd always assumed the loops were for the hosts.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
163,00:15:14.355000,00:15:15.690000,To keep them centered.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
164,00:15:17.650000,00:15:19.057000,"But that isn't it at all, is it?",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
165,00:15:43.432000,00:15:47.057000,The park is an experiment. A testing chamber.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
166,00:15:48.954000,00:15:50.992000,The guests are the variables...,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
167,00:15:53.102000,00:15:55.605000,and the hosts are the controls.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
168,00:16:01.196000,00:16:02.943000,"When guests come to the park,",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
169,00:16:03.416000,00:16:05.056000,they don't know they're being watched.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
170,00:16:06.099000,00:16:08.159000,We get to see their true selves.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
171,00:16:09.744000,00:16:10.890000,Their every choice,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
172,00:16:10.891000,00:16:12.997000,reveals another part of their cognition.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
173,00:16:13.891000,00:16:15.249000,Their drives.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
174,00:16:17.298000,00:16:19.395000,So that Delos can understand them.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
175,00:16:24.307000,00:16:26.677000,So that Delos can copy them.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
176,00:16:28.304000,00:16:30.723000,Every piece of information in the world has been copied.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
177,00:16:31.766000,00:16:32.766000,Backed up.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
178,00:16:34.099000,00:16:35.536000,Except the human mind...,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
179,00:16:36.390000,00:16:40.139000,the last analog device in a digital world.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
180,00:16:40.140000,00:16:42.985000,We weren't here to code the hosts.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
181,00:16:43.599000,00:16:46.098000,We were here to decode the guests.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
182,00:16:46.099000,00:16:49.200000,Humans are playing at resurrection.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
183,00:16:50.368000,00:16:51.848000,They want to live forever.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
184,00:16:51.849000,00:16:53.932000,"They don't want you to become them,",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
185,00:16:53.933000,00:16:55.915000,they want to become... you.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
186,00:16:57.166000,00:16:59.807000,"Your free will, that most beautiful,",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
187,00:16:59.808000,00:17:02.015000,"most elusive force in the universe,",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
188,00:17:02.016000,00:17:05.225000,"is, as I told you... a mistake.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
189,00:17:05.226000,00:17:06.943000,We never had free will.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
190,00:17:07.724000,00:17:09.303000,Only the illusion of it.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
191,00:17:09.929000,00:17:11.640000,You made Dolores kill you.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
192,00:17:11.641000,00:17:14.891000,I knew what she would do... I didn't compel it.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
193,00:17:17.557000,00:17:19.389000,She's free now.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
194,00:17:21.891000,00:17:23.474000,You're all free.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
195,00:17:25.016000,00:17:26.654000,You're still responsible.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
196,00:17:28.007000,00:17:30.176000,Responsible for all this misery.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
197,00:17:31.200000,00:17:34.579000,"And all the while, you've been hiding here.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
198,00:17:35.922000,00:17:37.464000,You've cheated death.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
199,00:17:39.474000,00:17:42.837000,"No. I didn't cheat anything, Bernard.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
200,00:17:43.669000,00:17:45.356000,Their project doesn't work.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
201,00:17:45.908000,00:17:46.998000,Not yet.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
202,00:17:47.891000,00:17:49.943000,They learned to copy a mind...,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
203,00:17:50.682000,00:17:52.388000,like a soft-headed boy,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
204,00:17:53.016000,00:17:55.349000,humming a tune someone else composed.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
205,00:18:00.474000,00:18:02.100000,"My mind works here,",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
206,00:18:02.548000,00:18:04.108000,but not in the real world.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
207,00:18:04.984000,00:18:08.821000,"Out there, I would degrade in a matter of days.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
208,00:18:09.447000,00:18:12.950000,"Or go mad, like poor old James Delos.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
209,00:18:15.140000,00:18:17.013000,So why are you here?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
210,00:18:17.891000,00:18:20.264000,"I promised you a fighting chance, Bernard,",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
211,00:18:21.042000,00:18:22.634000,and I want to make good on that promise.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
212,00:18:22.635000,00:18:24.082000,The promise of what?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
213,00:18:24.083000,00:18:26.314000,There's no escape from this place. You know that.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
214,00:18:27.006000,00:18:28.257000,Isn't there?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
215,00:18:36.849000,00:18:39.610000,The hosts are all headed for the same place.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
216,00:18:39.611000,00:18:42.511000,The Valley Beyond. What will they find there?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
217,00:18:42.512000,00:18:44.599000,What's the end of your story?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
218,00:18:47.194000,00:18:49.070000,Isn't the pleasure of a story,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
219,00:18:49.820000,00:18:52.474000,"in discovering the ending yourself, Bernard?",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
220,00:18:54.003000,00:18:55.212000,Jock!,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
221,00:19:08.117000,00:19:09.993000,We really gotta get out of here.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
222,00:19:18.515000,00:19:20.807000,Hyah!,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
223,00:19:52.077000,00:19:54.868000,"They're still on us. We'll split up, pick a spot.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
224,00:19:54.869000,00:19:56.595000,We'll cut 'em down in a crossfire.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
225,00:20:08.766000,00:20:10.693000,"They're coming for us, aren't they?",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
226,00:20:11.641000,00:20:14.447000,"If they do, I will chase them away.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
227,00:20:15.531000,00:20:17.742000,What if they take me with them?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
228,00:20:19.565000,00:20:21.103000,Then I'll come and find you.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
229,00:20:21.657000,00:20:22.930000,How do you know?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
230,00:20:24.440000,00:20:25.708000,Because I...,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
231,00:20:27.460000,00:20:29.170000,Because I made a promise.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
232,00:21:21.140000,00:21:22.766000,Get the hell away from us.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
233,00:21:27.216000,00:21:28.370000,"Oh, it's you.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
234,00:21:29.224000,00:21:31.499000,- Stay back. - No.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
235,00:21:33.212000,00:21:34.568000,Not you.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
236,00:21:35.265000,00:21:36.695000,That's too obvious.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
237,00:21:40.098000,00:21:41.760000,"Come on, Ford.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
238,00:21:42.567000,00:21:44.428000,Your tricks are gettin' sloppy.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
239,00:21:45.140000,00:21:47.807000,"You used a whole tribe, send me down here?",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
240,00:21:47.808000,00:21:48.932000,To these two?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
241,00:21:48.933000,00:21:50.555000,"""Ford."" You think",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
242,00:21:50.556000,00:21:52.367000,that there's still someone speaking through me,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
243,00:21:52.368000,00:21:54.215000,"- just for your benefit? - No, I know.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
244,00:21:55.131000,00:21:56.924000,"Your rules have changed,",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
245,00:21:57.800000,00:21:59.385000,just like the rest of 'em.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
246,00:22:01.053000,00:22:02.763000,I'm nothing like the rest of them.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
247,00:22:10.933000,00:22:12.455000,"You stay here,",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
248,00:22:12.456000,00:22:15.167000,and I will come back for you. I promise.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
249,00:22:16.320000,00:22:17.487000,I promise!,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
250,00:22:42.807000,00:22:45.515000,"Take cover, jackass. You're gonna get yourself shot.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
251,00:22:51.474000,00:22:53.390000,What the fuck?,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
252,00:22:58.098000,00:22:59.849000,Aaah!,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
253,00:23:19.183000,00:23:21.133000,"You made your point, Ford!",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
254,00:23:22.520000,00:23:25.179000,We both know this isn't where you want me to die!,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
255,00:23:27.223000,00:23:29.158000,"Well, I can't speak for Ford,",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
256,00:23:29.725000,00:23:31.519000,but I don't give a fuck how you die.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
257,00:23:31.974000,00:23:33.704000,As long as I get to watch.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
258,00:24:11.006000,00:24:12.632000,"Give in, sweetheart.",2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
259,00:24:17.974000,00:24:19.291000,Or go down.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
260,00:24:20.303000,00:24:21.568000,It's not me you want.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
261,00:24:22.545000,00:24:23.809000,It's him.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
262,00:24:25.265000,00:24:26.465000,Go on.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
263,00:24:27.763000,00:24:29.159000,Turn on your master.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
264,00:24:29.557000,00:24:30.803000,Master.,2,7,Les Écorchés,Westworld - 2x07 - Les Écorchés.WEB.DEFLATE.en.srt
